Node_ID,In_Degree,Out_Degree,Total_Degree
2,29024,281,29305
10,14928,1436,16364
8,12146,1206,13352
1625,9084,2746,11830
5,447,10270,10717
23,9077,431,9508
4,7627,933,8560
43,8062,434,8496
1627,6445,1785,8230
38,6915,655,7570
44,6080,1266,7346
99,5504,1485,6989
133,5310,1642,6952
20,5676,1158,6834
70,6242,435,6677
67,4818,1136,5954
83,3364,2377,5741
217,3551,1881,5432
50,264,5106,5370
12,4440,122,4562
22,4117,55,4172
26,3256,804,4060
75,3699,302,4001
48,2428,1191,3619
56,3003,573,3576
13,2582,798,3380
2151,1582,1783,3365
263,305,2982,3287
92,336,2749,3085
128,2247,782,3029
272,1671,1225,2896
19,2233,446,2679
112,2533,100,2633
459,2216,388,2604
150,2432,124,2556
24,2350,185,2535
152,2157,315,2472
153,2039,387,2426
7,213,2157,2370
317,2272,43,2315
179,1955,360,2315
4570,2252,40,2292
712,2243,33,2276
96,1274,958,2232
88,1277,947,2224
155,1654,524,2178
834,1688,443,2131
1669,1611,493,2104
7894,12,2020,2032
466,1988,32,2020
11,1192,814,2006
30,1087,832,1919
213,1670,198,1868
58256,331,1481,1812
14,1261,533,1794
9753,794,928,1722
261,1147,533,1680
52,805,786,1591
248,24,1445,1469
31,998,457,1455
1039,711,724,1435
1642,963,440,1403
76,960,372,1332
242,547,783,1330
27,566,730,1296
40,852,406,1258
53,950,262,1212
784,1183,28,1211
77,179,1010,1189
17,745,441,1186
8750,195,962,1157
547,423,709,1132
538,1112,11,1123
119934,0,1096,1096
232,679,399,1078
143,199,868,1067
348,507,558,1065
79119,402,627,1029
574,981,31,1012
18375,926,81,1007
64,602,403,1005
15,326,670,996
367,598,386,984
97,355,617,972
221,545,408,953
42,194,756,950
124,498,447,945
420,439,497,936
113,597,337,934
6,734,189,923
62,477,434,911
10463,843,33,876
1,343,527,870
228,319,549,868
95,339,525,864
146,413,449,862
80,391,469,860
347,680,179,859
9,264,586,850
47,402,431,833
49,776,54,830
635,412,416,828
306,374,454,828
98,319,503,822
103,348,474,822
85,404,416,820
3228,781,36,817
177,374,430,804
2215,284,512,796
34,337,445,782
717,749,12,761
81,409,342,751
126,388,360,748
109657,744,1,745
11593,207,537,744
1152,23,719,742
90,341,398,739
289,319,409,728
140,552,172,724
157,521,202,723
39,372,351,723
266,560,158,718
2132,120,596,716
436,287,425,712
136,79,632,711
131,372,335,707
154,210,491,701
163,656,42,698
3,160,536,696
446,175,521,696
74,191,505,696
18,596,83,679
37,288,391,679
41,186,491,677
491,558,116,674
161,315,355,670
25,220,446,666
223,263,399,662
145,476,175,651
415,315,324,639
375,235,402,637
86,247,387,634
360,235,398,633
66,506,124,630
293,512,117,629
29,262,363,625
439,264,360,624
93,202,421,623
142,240,383,623
204,293,328,621
51,237,384,621
87,253,368,621
135,178,442,620
809,173,447,620
101,154,465,619
65,268,350,618
72,143,471,614
445,234,375,609
210,372,234,606
244,240,364,604
207,542,62,604
254,205,396,601
438,239,362,601
233,519,81,600
345,575,23,598
4126,241,356,597
102,310,286,596
218,435,161,596
468,224,370,594
326,248,342,590
79108,434,156,590
79115,0,589,589
36,191,397,588
46,183,404,587
319,228,359,587
158,145,442,587
262,123,463,586
108,164,422,586
504,204,381,585
121,249,332,581
183,234,347,581
32,174,406,580
380,262,315,577
160,157,420,577
185,126,449,575
78,138,435,573
419,233,340,573
305,126,446,572
674,276,296,572
276,228,343,571
209,243,325,568
16,136,431,567
315,234,332,566
141,119,443,562
60,133,429,562
187,109,451,560
321,226,334,560
381,226,334,560
418,232,327,559
260,229,330,559
206,250,308,558
761,524,34,558
45,174,383,557
356,120,436,556
580,472,82,554
68,101,452,553
33,473,80,553
129,117,436,553
428,227,326,553
215,112,440,552
1551,124,427,551
58,144,407,551
166,229,319,548
382,129,418,547
169,251,293,544
188,120,423,543
525,138,404,542
463,139,401,540
106,347,192,539
208,129,410,539
21,106,431,537
596,352,185,537
79417,135,400,535
189,121,412,533
63,481,50,531
197,227,304,531
35,374,153,527
116,122,403,525
181,130,393,523
442,431,91,522
234,101,419,520
55,102,417,519
144,205,310,515
80352,185,329,514
301,90,421,511
171,99,411,510
1529,299,210,509
269,84,425,509
257,104,404,508
229,79,428,507
167,246,261,507
191,98,409,507
4502,122,383,505
519,454,50,504
79152,365,138,503
245,115,387,502
407,96,406,502
384,216,286,502
104,423,78,501
117,82,413,495
202,95,400,495
79311,109,384,493
180,98,395,493
376,95,397,492
413,447,45,492
89,90,402,492
274,92,400,492
241,90,402,492
172,109,380,489
371,81,407,488
337,144,343,487
1069,426,60,486
412,223,263,486
340,84,400,484
362,89,393,482
10280,119,363,482
184,412,69,481
243,83,397,480
164,101,378,479
130,79,400,479
341,92,387,479
151,130,349,479
393,80,398,478
425,102,375,477
374,396,80,476
430,64,412,476
227,80,396,476
339,94,381,475
294,142,332,474
404,87,387,474
231,82,392,474
91,103,370,473
251,78,392,470
320,90,379,469
174,91,377,468
403,70,394,464
411,78,386,464
168,87,376,463
344,77,385,462
615,386,76,462
195,85,377,462
299,72,387,459
57,121,337,458
358,92,366,458
107,283,174,457
331,78,378,456
119,72,384,456
414,70,385,455
390,73,382,455
270,73,382,455
3334,424,31,455
253,79,376,455
212,72,381,453
267,62,390,452
220,79,373,452
449,72,379,451
280,72,378,450
7474,44,405,449
287,77,369,446
426,55,391,446
311,76,368,444
137,70,374,444
182,65,373,438
1036,92,345,437
772,115,319,434
283,62,371,433
377,134,299,433
230,390,42,432
2636,153,279,432
6651,129,299,428
334,349,76,425
114,397,23,420
219,377,43,420
222,34,383,417
250,363,53,416
768,105,310,415
335,239,175,414
259,39,375,414
285,29,382,411
54,324,85,409
308,42,366,408
541,310,95,405
193,379,26,405
173,315,90,405
471,346,58,404
284,327,77,404
186,327,77,404
2263,140,263,403
69,258,143,401
3029,349,51,400
351,82,318,400
3059,70,328,398
933,321,76,397
1021,200,196,396
123,32,363,395
7818,63,332,395
79079,390,0,390
73,199,190,389
927,313,76,389
59,303,86,389
665,303,82,385
138,333,51,384
122,310,72,382
11074,189,193,382
61,303,78,381
443,293,88,381
115,42,333,375
593,104,270,374
2348,308,61,369
934,292,76,368
915,352,15,367
796,294,72,366
1101,291,75,366
