Node_ID,In_Degree,Out_Degree,Total_Degree
2,32838,293,33131
10,16466,1499,17965
8,12321,1221,13542
1625,10154,3267,13421
23,9552,371,9923
5,336,9398,9734
43,9268,456,9724
4,8657,991,9648
1627,7245,2180,9425
38,7765,781,8546
44,6751,1365,8116
20,6566,1283,7849
133,6105,1730,7835
99,6164,1618,7782
70,6919,497,7416
67,5948,1374,7322
83,3867,2380,6247
217,3991,1883,5874
12,5637,138,5775
574,5174,34,5208
22,5150,56,5206
75,4489,349,4838
56,4079,654,4733
26,3674,862,4536
48,2829,1269,4098
2151,1589,1777,3366
263,324,2978,3302
4570,3226,35,3261
92,308,2749,3057
112,2915,63,2978
128,2498,442,2940
150,2788,147,2935
153,2374,534,2908
272,1671,1220,2891
13,2233,539,2772
712,2712,37,2749
1642,2192,514,2706
152,2095,472,2567
7894,14,2481,2495
96,1397,1028,2425
7,216,2203,2419
317,2370,42,2412
148,2155,257,2412
179,2076,257,2333
834,1883,416,2299
11,1414,844,2258
88,1292,932,2224
30,1145,1005,2150
1669,1669,464,2133
466,2012,28,2040
52,1128,902,2030
19,1523,477,2000
155,1415,539,1954
261,1239,577,1816
76,1099,495,1594
213,1410,175,1585
348,933,645,1578
31,1089,469,1558
1,346,1153,1499
17,975,508,1483
53,1135,346,1481
50,388,1082,1470
248,18,1450,1468
1039,715,726,1441
784,1402,25,1427
40,934,482,1416
64,770,465,1235
77,167,968,1135
538,1111,13,1124
438,395,718,1113
27,505,594,1099
124,611,486,1097
153900,0,1096,1096
153907,0,1096,1096
136535,0,1095,1095
153896,0,1095,1095
153898,0,1095,1095
79115,0,1095,1095
131,684,392,1076
177,632,438,1070
14,584,463,1047
347,707,338,1045
146,502,490,992
6,811,179,990
81,502,484,986
18375,908,71,979
436,544,430,974
63,579,394,973
39,525,440,965
103,448,506,954
49,893,57,950
221,546,400,946
113,597,344,941
126,637,298,935
34,421,506,927
10463,890,32,922
1777,330,588,918
79108,683,235,918
232,679,238,917
97,320,592,912
136,131,771,902
367,480,417,897
674,433,461,894
80,472,416,888
306,416,468,884
95,357,525,882
7474,105,757,862
809,309,536,845
45,344,501,845
15,265,579,844
635,420,421,841
140,656,183,839
85,436,402,838
382,377,461,838
228,303,530,833
266,635,195,830
157,597,231,828
289,369,451,820
3228,780,34,814
761,769,39,808
143,138,658,796
86,331,464,795
42,123,670,793
62,374,409,783
9,279,499,778
386,261,512,773
98,311,459,770
717,748,15,763
19723,152,610,762
4999,188,572,760
145,568,190,758
18,665,82,747
3,193,547,740
2215,253,485,738
1152,22,712,734
36,243,480,723
16012,579,140,719
116,201,516,717
46,244,472,716
154,229,487,716
26326,603,109,712
72,195,514,709
210,377,330,707
101,186,521,707
491,605,99,704
185,172,531,703
74,185,508,693
9367,219,470,689
596,396,288,684
37,300,383,683
58,214,469,683
233,611,71,682
204,345,334,679
78,192,486,678
24,555,117,672
41,180,492,672
1793,571,98,669
1755,217,447,664
135,304,356,660
163,635,25,660
169,276,384,660
480,239,420,659
254,262,388,650
29,273,373,646
407,182,462,644
79820,303,338,641
319,240,395,635
415,317,317,634
68,145,485,630
375,238,392,630
65,276,351,627
87,275,349,624
1553,332,290,622
413,547,74,621
107,279,342,621
161,323,297,620
326,266,353,619
25,196,423,619
170,144,474,618
468,239,377,616
158,158,457,615
245,168,445,613
504,200,410,610
241,117,492,609
181,164,443,607
345,589,18,607
218,448,159,607
439,257,350,607
207,545,60,605
229,131,472,603
66,505,96,601
19879,490,110,600
1486,524,74,598
445,240,357,597
293,549,48,597
167,252,345,597
376,140,455,595
202,126,467,593
16,144,448,592
160,167,425,592
90,201,389,590
359,568,21,589
276,236,353,589
315,246,342,588
360,241,345,586
4694,238,348,586
244,236,349,585
115,138,445,583
209,254,329,583
331,131,452,583
2194,146,437,583
183,242,340,582
21,128,453,581
337,180,401,581
151,201,380,581
188,137,443,580
356,128,452,580
117,117,463,580
374,488,91,579
180,125,450,575
305,121,453,574
187,128,446,574
223,179,394,573
380,254,317,571
3913,501,70,571
108,158,413,571
257,124,447,571
91,118,451,569
262,120,446,566
381,236,330,566
428,237,328,565
1529,336,228,564
321,231,333,564
260,236,327,563
371,119,442,561
189,121,438,559
166,231,328,559
141,116,442,558
429,120,437,557
332,114,443,557
129,115,442,557
301,117,440,557
243,132,425,557
1227,474,83,557
57733,456,100,556
308,124,431,555
267,115,439,554
299,119,435,554
222,115,439,554
191,119,435,554
418,234,318,552
142,243,309,552
269,119,433,552
60,122,429,551
320,128,421,549
1512,476,73,549
79585,161,387,548
197,229,319,548
171,117,431,548
32,174,371,545
340,121,423,544
287,169,374,543
234,114,429,543
403,114,429,543
119,119,423,542
412,238,303,541
182,117,423,540
138,339,196,535
259,112,423,535
283,113,421,534
358,110,421,531
383,112,418,530
353,111,418,529
121,257,271,528
208,140,387,527
446,99,427,526
206,260,263,523
55,145,377,522
771,437,84,521
123,119,393,512
580,442,70,512
14732,225,286,511
106,329,178,507
144,192,314,506
285,116,388,504
172,139,364,503
195,85,416,501
463,122,376,498
2241,440,56,496
93,78,412,490
430,118,372,490
137,121,368,489
384,222,267,489
164,107,380,487
215,112,375,487
541,382,102,484
184,417,65,482
2636,169,309,478
341,97,381,478
339,91,386,477
102,299,176,475
425,104,371,475
174,91,383,474
7742,139,335,474
377,158,316,474
79152,371,101,472
251,76,395,471
89,88,383,471
15795,184,287,471
227,114,356,470
334,359,109,468
130,75,393,468
54,356,111,467
404,85,382,467
426,114,352,466
51,175,290,465
393,79,386,465
274,79,385,464
81032,106,357,463
500,384,78,462
231,78,384,462
362,82,378,460
