Node_ID,In_Degree,Out_Degree,Total_Degree
50,361,33246,33607
2,31725,279,32004
8,11707,8019,19726
10,15919,1494,17413
1625,9896,3253,13149
43,11657,477,12134
23,9667,459,10126
4,8672,1008,9680
5,348,9324,9672
1627,7087,2121,9208
38,7379,784,8163
44,6609,1372,7981
99,5977,1607,7584
20,6297,1265,7562
133,5885,1638,7523
70,6754,497,7251
67,5608,1274,6882
83,3781,2371,6152
217,3881,1784,5665
12,5285,168,5453
22,5031,55,5086
574,4733,32,4765
75,4262,273,4535
26,3631,878,4509
56,3740,524,4264
48,2767,1232,3999
2151,1622,1796,3418
263,318,2881,3199
92,310,2746,3056
4570,2986,37,3023
112,2899,61,2960
272,1666,1233,2899
128,2442,451,2893
150,2733,143,2876
153,2283,549,2832
7,219,2531,2750
152,2202,467,2669
13,2061,539,2600
712,2551,37,2588
1642,1970,507,2477
179,2107,324,2431
317,2347,43,2390
96,1382,1005,2387
11,1399,886,2285
88,1284,951,2235
1669,1721,496,2217
834,1797,413,2210
148,1929,219,2148
30,1138,1003,2141
466,2051,85,2136
52,1144,868,2012
19,1498,497,1995
261,1205,701,1906
3126,670,1014,1684
155,1176,507,1683
76,1087,491,1578
31,1057,460,1517
248,28,1458,1486
1039,714,725,1439
348,830,606,1436
53,1088,340,1428
784,1357,18,1375
213,1216,150,1366
40,937,415,1352
3149,561,768,1329
17,888,400,1288
27,571,663,1234
64,747,463,1210
11322,442,721,1163
124,578,580,1158
538,1116,12,1128
79115,0,1096,1096
150119,0,1095,1095
14,615,454,1069
131,664,396,1060
1,340,711,1051
81,589,418,1007
79104,262,739,1001
103,471,523,994
126,637,353,990
382,489,498,987
18375,909,71,980
146,480,488,968
3516,299,665,964
367,534,427,961
2194,256,704,960
6,766,181,947
14593,164,773,937
221,546,385,931
49,872,57,929
306,460,467,927
635,466,458,924
10463,891,32,923
6604,477,439,916
674,461,449,910
347,707,201,908
95,352,554,906
232,675,222,897
113,552,343,895
136,132,736,868
438,313,551,864
79108,634,225,859
34,407,443,850
80,477,372,849
15,262,580,842
39,482,343,825
28078,155,667,822
85,423,398,821
62,412,408,820
3228,781,36,817
143,138,679,817
289,371,444,815
140,617,179,796
2215,288,503,791
116,274,511,785
9,273,510,783
86,337,444,781
157,554,221,775
233,673,94,767
266,588,175,763
45,321,442,763
717,745,14,759
177,403,356,759
1152,27,721,748
109657,741,2,743
525,198,542,740
79152,588,151,739
135,299,436,735
3,193,537,730
228,306,417,723
18,639,83,722
145,530,192,722
210,378,342,720
26326,608,112,720
154,227,489,716
768,355,358,713
101,183,529,712
161,317,393,710
7894,9,700,709
97,279,429,708
185,171,536,707
46,239,468,707
16012,573,133,706
72,198,506,704
491,605,93,698
98,290,405,695
42,123,570,693
58,218,469,687
74,195,487,682
204,346,335,681
36,242,431,673
761,641,31,672
37,292,379,671
41,176,494,670
78,185,482,667
107,273,390,663
207,591,70,661
641,548,106,654
25,213,440,653
480,256,393,649
809,196,451,647
254,251,392,643
287,162,480,642
163,617,25,642
90,335,303,638
63,463,174,637
29,267,369,636
415,320,315,635
77,171,460,631
245,173,456,629
359,607,20,627
375,230,397,627
407,165,458,623
169,250,373,623
170,151,471,622
596,418,198,616
319,234,382,616
158,156,460,616
202,132,484,616
65,270,344,614
504,204,408,612
326,261,350,611
4441,105,506,611
439,252,357,609
468,239,368,607
771,509,96,605
337,181,420,601
167,255,346,601
445,238,359,597
181,165,431,596
66,503,90,593
244,234,358,592
55,147,445,592
2752,519,73,592
13791,526,66,592
183,252,338,590
345,570,19,589
16,143,445,588
160,166,421,587
21,130,456,586
257,134,452,586
121,257,329,586
138,326,260,586
218,431,154,585
315,244,341,585
187,128,455,583
419,232,350,582
376,138,442,580
934,477,103,580
32,175,404,579
241,116,463,579
222,124,454,578
381,244,334,578
117,117,460,577
262,121,455,576
209,248,328,576
413,526,50,576
374,483,93,576
293,530,44,574
356,123,450,573
115,132,440,572
276,235,337,572
123,119,449,568
418,241,325,566
243,135,430,565
166,234,330,564
371,118,446,564
927,477,86,563
129,125,437,562
91,116,446,562
150130,0,560,560
2636,192,368,560
68,143,416,559
429,117,441,558
321,229,329,558
380,242,313,555
260,229,326,555
234,117,437,554
430,114,439,553
299,121,431,552
360,238,313,551
171,117,433,550
340,122,427,549
191,113,436,549
426,114,433,547
151,184,362,546
1529,328,217,545
119,118,425,543
308,119,423,542
223,223,318,541
332,113,428,541
208,136,405,541
383,113,425,538
182,118,419,537
283,114,423,537
259,112,424,536
331,130,405,535
142,247,287,534
519,477,55,532
9367,74,456,530
1777,177,352,529
358,108,419,527
87,266,261,527
459,110,414,524
109766,0,524,524
269,118,406,524
1486,447,75,522
267,116,405,521
305,121,390,511
7742,129,380,509
285,125,383,508
229,132,372,504
2133,138,365,503
341,117,383,500
500,432,65,497
197,228,268,496
189,124,369,493
541,394,98,492
195,84,408,492
93,78,414,492
4806,59,431,490
428,231,259,490
339,95,392,487
403,117,370,487
484,258,229,487
184,418,69,487
301,118,367,485
377,166,319,485
353,112,371,483
144,185,297,482
463,104,376,480
404,87,393,480
180,124,354,478
130,76,402,478
60,114,362,476
425,102,373,475
436,172,303,475
796,397,74,471
51,179,292,471
174,88,380,468
220,82,385,467
274,85,382,467
11668,141,325,466
141,115,350,465
384,213,252,465
393,77,386,463
106,300,162,462
215,119,343,462
251,73,388,461
6182,120,340,460
584,350,109,459
412,225,234,459
73,208,247,455
212,73,381,454
532,126,327,453
320,125,326,451
1793,395,56,451
411,75,376,451
344,80,368,448
390,74,373,447
54,337,109,446
206,259,184,443
627,351,92,443
386,228,213,441
57,130,309,439
593,105,334,439
449,70,369,439
280,72,366,438
1227,372,64,436
334,342,93,435
291,387,48,435
270,72,362,434
615,372,61,433
311,69,362,431
137,119,309,428
2241,361,66,427
172,86,340,426
253,74,347,421
102,286,133,419
219,375,42,417
5426,9,408,417
2348,368,47,415
669,102,312,414
188,140,273,413
580,373,39,412
186,338,73,411
24,306,102,408
114,389,19,408
20253,59,347,406
79233,88,318,406
414,70,333,403
230,364,37,401
231,82,318,400
35,267,131,398
89,89,307,396
933,321,74,395
79585,102,292,394
2774,349,43,392
110309,161,230,391
79079,389,0,389
2263,126,262,388
73904,128,259,387
227,117,270,387
108,150,234,384
1101,335,49,384
443,288,95,383
258,323,60,383
651,346,35,381
1069,348,32,380
915,367,12,379
1271,329,48,377
173,305,72,377
193,353,23,376
164,94,281,375
33,297,77,374
176,292,79,371
3761,326,44,370
149,257,113,370
1021,187,183,370
362,84,285,369
79820,150,219,369
250,326,42,368
471,321,46,367
351,32,335,367
16990,99,268,367
612,287,78,365
2558,298,63,361
1052,348,10,358
2355,339,18,357
47,298,58,356
446,89,265,354
200,311,41,352
469,298,52,350
59,277,73,350
2086,318,31,349
122,279,69,348
127,284,63,347
2504,90,257,347
6337,100,246,346
242,288,58,346
100,298,47,345
61,267,75,342
310,307,35,342
175,49,292,341
286,114,225,339
246,48,289,337
2221,325,10,335
431,290,44,334
1269,277,57,334
649,276,57,333
120,280,51,331
1112,113,218,331
192,14,314,328
6349,63,264,327
69,247,80,327
3116,163,163,326
314,288,37,325
239,299,25,324
134,269,55,324
3029,261,62,323
82,291,32,323
139,292,30,322
7474,44,277,321
147,281,38,319
11593,86,232,318
203,281,37,318
557,248,70,318
20478,264,52,316
1700,282,34,316
4999,93,223,316
79085,6,308,314
211,277,37,314
579,114,199,313
281,270,43,313
19723,80,232,312
395,271,41,312
399,283,28,311
391,256,53,309
355,273,36,309
508,17,291,308
94,271,37,308
489,258,50,308
464,274,33,307
226,276,31,307
1036,33,274,307
79417,90,216,306
109,152,153,305
401,270,34,304
235,271,33,304
6036,256,47,303
550,106,197,303
295,277,25,302
156,257,45,302
342,284,17,301
481,267,34,301
196,252,48,300
1078,258,42,300
465,246,51,297
11127,92,205,297
5593,290,6,296
507,243,53,296
4581,32,264,296
346,248,47,295
279,240,55,295
1065,261,34,295
460,265,29,294
132,236,58,294
278,230,64,294
442,241,53,294
265,248,45,293
434,215,77,292
54973,247,45,292
322,263,29,292
240,232,60,292
178,235,56,291
318,270,21,291
461,243,48,291
104,258,33,291
328,237,54,291
268,242,48,290
773,106,184,290
309,254,36,290
216,233,55,288
423,100,188,288
720,275,13,288
453,19,268,287
168,25,262,287
400,80,206,286
416,259,27,286
462,262,24,286
3158,261,25,286
50462,242,44,286
57733,246,40,286
48834,244,42,286
516,227,59,286
931,215,71,286
1512,248,38,286
71,243,42,285
352,250,35,285
198,256,28,284
1709,245,39,284
2078,22,262,284
1074,92,192,284
389,232,52,284
448,248,36,284
455,247,36,283
1070,257,26,283
25553,225,58,283
527,258,25,283
312,245,38,283
528,259,23,282
5056,251,31,282
48863,270,12,282
776,217,65,282
361,250,31,281
255,240,41,281
90811,217,64,281
26560,232,49,281
2073,94,187,281
2667,131,150,281
396,251,30,281
290,256,24,280
277,243,36,279
521,11,267,278
457,236,42,278
162,229,48,277
323,235,42,277
338,246,31,277
1067,260,16,276
609,59,217,276
364,241,35,276
372,10,266,276
588,98,178,276
296,248,27,275
238,49,226,275
118,239,35,274
363,231,43,274
194,230,44,274
273,220,54,274
501,10,263,273
406,222,51,273
4022,118,155,273
111,68,204,272
10185,104,168,272
373,224,48,272
6768,97,174,271
307,249,22,271
1075,255,15,270
6507,261,8,269
1071,219,49,268
2288,140,128,268
11169,225,43,268
368,243,25,268
485,244,24,268
333,221,47,268
497,251,17,268
316,245,22,267
694,143,124,267
1107,255,11,266
470,221,45,266
1145,2,264,266
1220,109,157,266
409,222,43,265
394,241,24,265
249,240,25,265
488,261,4,265
28,231,34,265
444,240,25,265
421,248,17,265
205,232,32,264
125,224,40,264
335,222,42,264
378,233,31,264
1068,254,10,264
398,233,30,263
417,248,14,262
408,238,24,262
2112,6,256,262
79190,95,167,262
264,238,24,262
983,225,36,261
437,240,21,261
48826,222,39,261
472,236,24,260
159,230,30,260
441,244,15,259
336,218,41,259
433,219,38,257
510,222,35,257
671,98,158,256
379,221,35,256
530,239,17,256
458,232,24,256
518,236,20,256
435,227,29,256
330,226,29,255
79178,253,2,255
520,227,28,255
275,240,15,255
3334,227,28,255
503,232,23,255
499,228,27,255
237,212,43,255
388,227,27,254
366,226,28,254
2755,3,251,254
365,239,15,254
214,223,30,253
4902,143,110,253
349,235,17,252
405,224,28,252
4603,67,185,252
284,229,22,251
385,229,22,251
452,226,25,251
199,227,24,251
387,242,9,251
256,237,14,251
370,227,23,250
816,205,45,250
1886,134,116,250
329,219,31,250
224,219,29,248
9404,57,191,248
549,212,35,247
424,222,25,247
298,222,25,247
422,217,29,246
288,36,210,246
2957,144,102,246
1356,141,105,246
1072,22,224,246
1328,150,95,245
2178,235,10,245
79113,83,162,245
1033,233,12,245
201,211,33,244
327,214,29,243
247,212,31,243
302,214,29,243
282,44,199,243
492,228,15,243
15795,63,179,242
165,217,23,240
512,218,22,240
350,219,20,239
4233,211,26,237
420,217,20,237
478,210,26,236
502,221,15,236
8950,212,24,236
304,221,15,236
427,217,19,236
622,219,16,235
79340,78,157,235
483,216,19,235
1237,199,34,233
225,33,200,233
79431,72,161,233
369,213,20,233
747,180,52,232
303,212,19,231
474,218,13,231
1077,215,15,230
505,217,13,230
1073,209,21,230
292,211,19,230
300,58,171,229
357,214,14,228
509,215,13,228
313,211,17,228
30161,186,42,228
1339,171,57,228
6295,188,39,227
3172,126,101,227
1084,213,14,227
1612,104,122,226
4500,183,43,226
1064,213,12,225
1286,135,90,225
252,212,12,224
687,205,19,224
4573,200,24,224
5921,34,187,221
1842,61,160,221
907,169,50,219
610,173,46,219
661,129,88,217
432,101,114,215
738,107,108,215
1959,11,204,215
2006,181,30,211
599,30,181,211
946,176,35,211
14509,54,156,210
10240,81,128,209
1442,92,116,208
782,177,31,208
325,40,168,208
110,42,165,207
3133,190,16,206
2906,182,22,204
1278,192,11,203
2283,103,99,202
1081,27,174,201
1043,161,39,200
498,133,67,200
1697,161,38,199
3702,195,4,199
3975,170,29,199
1233,177,21,198
294,25,171,196
12359,43,152,195
354,165,30,195
1346,169,24,193
2277,156,36,192
397,168,22,190
1488,47,143,190
15563,47,143,190
21394,0,190,190
665,135,55,190
4251,54,135,189
440,22,166,188
1932,37,150,187
3324,129,58,187
1876,103,83,186
493,170,16,186
14066,76,110,186
3846,171,15,186
1589,129,55,184
23414,2,180,182
1899,139,43,182
646,64,118,182
526,31,151,182
18890,47,132,179
511,146,30,176
4401,153,22,175
961,113,62,175
2663,167,8,175
514,24,151,175
529,21,153,174
1556,29,145,174
1725,138,35,173
3855,143,28,171
1949,137,34,171
10481,155,16,171
5176,130,40,170
513,36,134,170
79271,35,134,169
553,48,121,169
701,113,56,169
536,15,153,168
2336,3,165,168
324,16,152,168
2281,35,132,167
1501,45,122,167
22669,144,23,167
7032,61,105,166
1166,27,139,166
801,104,62,166
6234,38,128,166
2940,49,116,165
297,13,151,164
2913,47,116,163
5157,33,130,163
736,138,25,163
2364,45,118,163
410,17,145,162
1711,0,162,162
1507,119,43,162
109809,62,99,161
494,15,146,161
2173,53,108,161
2199,111,49,160
12026,137,23,160
1850,106,52,158
79204,46,111,157
450,26,131,157
7418,33,122,155
4847,36,119,155
1481,16,138,154
3913,133,20,153
4557,133,20,153
476,133,20,153
4728,150,3,153
79311,17,135,152
1869,95,56,151
886,126,25,151
79318,45,106,151
79292,148,1,149
6672,37,112,149
79471,43,106,149
2602,102,46,148
6255,147,1,148
8525,39,108,147
9660,22,125,147
10911,36,110,146
79269,144,0,144
1923,34,110,144
48670,30,113,143
5661,119,23,142
31675,51,91,142
6226,136,5,141
3402,129,11,140
1755,44,95,139
91428,101,38,139
1533,63,76,139
2789,31,107,138
811,20,118,138
136656,104,34,138
6877,38,99,137
2697,117,20,137
3331,3,134,137
8306,47,90,137
1796,93,43,136
11025,16,120,136
15545,7,129,136
3817,126,10,136
1499,18,117,135
84,80,55,135
1518,38,97,135
882,78,56,134
67299,111,22,133
875,88,45,133
3483,122,9,131
5707,5,126,131
8097,88,42,130
6394,52,78,130
3596,3,127,130
4210,30,100,130
567,73,57,130
967,56,73,129
1768,49,80,129
1275,89,40,129
972,102,27,129
21493,28,100,128
1553,49,79,128
1326,95,33,128
90425,0,127,127
540,35,92,127
5761,44,83,127
