Node_ID,In_Degree,Out_Degree,Total_Degree
2,27446,285,27731
50,358,25357,25715
10,15786,1307,17093
8,10812,1201,12013
1625,8696,2836,11532
5,305,9422,9727
23,9354,322,9676
4,8230,949,9179
43,8626,409,9035
133,6667,1992,8659
20,7033,1523,8556
38,7505,730,8235
1627,6153,1848,8001
99,6335,1600,7935
44,6211,1084,7295
70,6570,497,7067
67,5676,1370,7046
83,3569,2194,5763
217,3716,1842,5558
12,4916,134,5050
22,4747,60,4807
56,4220,571,4791
75,4017,302,4319
26,3438,808,4246
13,3352,539,3891
48,2574,1192,3766
2151,1587,1781,3368
263,301,2970,3271
128,2313,758,3071
92,318,2743,3061
272,1667,1227,2894
112,2682,65,2747
150,2547,130,2677
152,2203,456,2659
153,2208,432,2640
712,2394,52,2446
148,2157,267,2424
19,1904,486,2390
317,2338,43,2381
179,2046,301,2347
574,2253,33,2286
96,1303,970,2273
88,1293,946,2239
11,1324,885,2209
834,1768,393,2161
30,1139,1005,2144
7894,12,2025,2037
466,1921,25,1946
52,1002,913,1915
1669,1472,372,1844
155,1267,510,1777
261,1163,567,1730
4570,1641,36,1677
1642,1308,364,1672
76,1070,490,1560
248,26,1470,1496
213,1327,167,1494
31,1016,452,1468
1039,713,727,1440
40,938,496,1434
784,1349,21,1370
17,828,484,1312
53,1010,285,1295
27,511,687,1198
124,556,599,1155
538,1103,12,1115
64,653,457,1110
136535,0,1096,1096
7,220,876,1096
107677,0,1095,1095
14,570,520,1090
244,273,748,1021
232,679,310,989
131,615,368,983
18375,909,72,981
348,450,508,958
3697,253,697,950
221,542,407,949
6,735,203,938
34,406,519,925
10463,890,33,923
136,130,792,922
347,716,202,918
305,177,739,916
289,441,466,907
306,427,477,904
39,442,448,890
228,282,578,860
49,796,60,856
9,270,584,854
661,562,292,854
15,258,586,844
95,314,523,837
1850,553,284,837
701,576,261,837
146,444,389,833
86,348,479,827
2602,540,286,826
2199,566,258,824
1,346,475,821
143,134,683,817
3228,780,35,815
80,375,435,810
85,406,401,807
113,460,341,801
674,392,403,795
62,384,407,791
172,372,414,786
5180,155,631,786
98,300,485,785
635,414,365,779
42,122,648,770
140,602,166,768
717,743,16,759
2215,260,484,744
101,190,554,744
109657,739,1,740
72,223,516,739
177,354,384,738
3,239,498,737
157,518,217,735
161,319,415,734
135,294,432,726
436,304,422,726
116,202,522,724
4441,132,591,723
1152,15,705,720
81,282,438,720
18,636,83,719
223,372,345,717
154,227,490,717
79108,540,174,714
210,375,337,712
103,318,394,712
45,260,448,708
367,480,223,703
185,176,526,702
36,240,462,702
46,237,465,702
74,186,512,698
16012,567,129,696
202,198,498,696
58,221,474,695
12021,131,563,694
26326,593,99,692
1339,551,140,691
204,339,347,686
4004,407,279,686
491,595,82,677
78,188,488,676
462,295,380,675
145,503,168,671
596,420,249,669
761,629,35,664
41,185,479,664
126,473,190,663
163,631,28,659
79152,503,143,646
68,141,502,643
29,266,374,640
97,276,363,639
169,252,381,633
415,318,314,632
37,285,344,629
87,269,360,629
266,491,137,628
142,245,383,628
77,167,461,628
158,158,469,627
229,134,485,619
65,267,348,615
25553,499,115,614
375,232,382,614
360,227,385,612
438,233,379,612
5198,124,486,610
245,169,441,610
319,228,379,607
468,237,368,605
337,180,419,599
326,250,349,599
331,127,472,599
66,502,96,598
55,146,451,597
181,161,434,595
407,141,454,595
167,244,349,593
218,419,173,592
287,162,428,590
345,570,19,589
254,201,387,588
445,233,354,587
160,165,422,587
90,194,392,586
315,242,341,583
376,128,453,581
16,149,432,581
262,121,458,579
222,126,453,579
117,118,461,579
356,127,451,578
320,139,438,577
374,476,100,576
276,231,345,576
267,121,454,575
180,125,450,575
504,220,355,575
380,259,314,573
183,237,336,573
371,117,455,572
809,176,395,571
241,119,451,570
293,527,42,569
13307,106,463,569
141,114,454,568
188,137,430,567
209,243,324,567
21,128,437,565
108,166,396,562
321,227,334,561
137,118,443,561
115,131,428,559
119,135,424,559
227,123,435,558
428,232,324,556
191,116,440,556
429,112,443,555
6772,92,462,554
382,123,431,554
796,462,91,553
166,227,326,553
299,121,431,552
301,115,437,552
439,259,292,551
91,115,435,550
234,114,435,549
260,225,324,549
308,116,432,548
243,126,422,548
171,116,429,545
332,114,430,544
129,115,429,544
358,122,422,544
418,226,318,544
182,118,425,543
170,113,430,543
340,119,423,542
208,130,412,542
